"","strain","subtype","date","country","state","season","lat","lng"
"254219","CY223189","H3N2","2017-02-28","USA","Wyoming","192017-2002",43.0759678,-107.2902839
"20608","CY227710","H3N2","2017-02-27","USA","Arkansas","192017-2002",35.20105,-91.8318334
"64256","CY224110","H3N2","2017-02-27","USA","Idaho","192017-2002",44.0682019,-114.7420408
"102347","CY228373","H3N2","2017-02-27","USA","Maryland","192017-2002",39.0457549,-76.6412712
"102350","CY234272","H3N2","2017-02-27","USA","Maryland","192017-2002",39.0457549,-76.6412712
"144256","CY223317","H3N2","2017-02-27","USA","Nebraska","192017-2002",41.4925374,-99.9018131
"151125","CY227302","H3N2","2017-02-27","USA","New Jersey","192017-2002",40.0583238,-74.4056612
"188459","CY223061","H3N2","2017-02-27","USA","North Dakota","192017-2002",47.5514926,-101.0020119
"207589","CY231112","H3N2","2017-02-27","USA","Rhode Island","192017-2002",41.5800945,-71.4774291
"211531","CY225270","H3N2","2017-02-27","USA","South Dakota","192017-2002",43.9695148,-99.9018131
"215765","CY230301","H3N2","2017-02-27","USA","Tennessee","192017-2002",35.5174913,-86.5804473
"218083","CY223085","H3N2","2017-02-27","USA","Texas","192017-2002",31.9685988,-99.9018131
"236511","CY225342","H3N2","2017-02-27","USA","Washington","192017-2002",47.7510741,-120.7401385
"62185","CY224086","H3N2","2017-02-26","USA","Hawaii","192017-2002",21.3155434,-157.8615682
"62178","CY228301","H3N2","2017-02-26","USA","Hawaii","192017-2002",21.3155434,-157.8615682
"70836","CY223133","H3N2","2017-02-26","USA","Illinois","192017-2002",40.6331249,-89.3985283
"118756","CY230101","H3N2","2017-02-26","USA","Michigan","192017-2002",44.3148443,-85.6023643
"140253","CY224126","H3N2","2017-02-26","USA","Montana","192017-2002",46.8796822,-110.3625658
"155796","CY227294","H3N2","2017-02-26","USA","New Jersey","192017-2002",40.0583238,-74.4056612
"18225","CY230538","H3N2","2017-02-25","USA","Arizona","192017-2002",34.0489281,-111.0937311
"55026","CY234184","H3N2","2017-02-25","USA","Florida","192017-2002",27.6648274,-81.5157535
"118924","CY227742","H3N2","2017-02-25","USA","Michigan","192017-2002",44.3148443,-85.6023643
"202823","CY230850","H3N2","2017-02-25","USA","Oregon","192017-2002",43.8041334,-120.5542012
"231529","CY223237","H3N2","2017-02-25","USA","Utah","192017-2002",39.3209801,-111.0937311
"500","CY223053","H3N2","2017-02-24","USA","Alabama","192017-2002",32.3182314,-86.902298
"52169","CY224838","H3N2","2017-02-24","USA","Delaware","192017-2002",38.9108325,-75.5276699
"104994","CY227462","H3N2","2017-02-24","USA","Maryland","192017-2002",39.0457549,-76.6412712
"110139","CY227166","H3N2","2017-02-24","USA","Massachusetts","192017-2002",42.4072107,-71.3824374
"139304","MF182514","H3N2","2017-02-24","USA","Missouri","192017-2002",37.9642529,-91.8318334
"225108","CY238282","H3N2","2017-02-24","USA","Texas","192017-2002",31.9685988,-99.9018131
"95255","CY227318","H3N2","2017-02-23","USA","Kentucky","192017-2002",37.8393332,-84.2700179
"136132","CY222917","H3N2","2017-02-23","USA","Mississippi","192017-2002",32.3546679,-89.3985283
"173349","CY227254","H3N2","2017-02-23","USA","New York","192017-2002",40.7127753,-74.0059728
"186092","CY227414","H3N2","2017-02-23","USA","North Carolina","192017-2002",35.7595731,-79.0192997
"199957","CY231057","H3N2","2017-02-23","USA","Oklahoma","192017-2002",35.0077519,-97.092877
"202202","CY224094","H3N2","2017-02-23","USA","Oregon","192017-2002",43.8041334,-120.5542012
"208279","CY227726","H3N2","2017-02-23","USA","Rhode Island","192017-2002",41.5800945,-71.4774291
"209543","CY222557","H3N2","2017-02-23","USA","South Carolina","192017-2002",33.836081,-81.1637245
"18985","CY230530","H3N2","2017-02-22","USA","Arizona","192017-2002",34.0489281,-111.0937311
"21422","CY227694","H3N2","2017-02-22","USA","Arkansas","192017-2002",35.20105,-91.8318334
"21840","CY227702","H3N2","2017-02-22","USA","Arkansas","192017-2002",35.20105,-91.8318334
"72717","CY223125","H3N2","2017-02-22","USA","Illinois","192017-2002",40.6331249,-89.3985283
"68683","MF182504","H3N2","2017-02-22","USA","Illinois","192017-2002",40.6331249,-89.3985283
"89579","CY223277","H3N2","2017-02-22","USA","Iowa","192017-2002",41.8780025,-93.097702
"97402","CY224070","H3N2","2017-02-22","USA","Louisiana","192017-2002",30.9842977,-91.9623327
"119667","CY227870","H3N2","2017-02-22","USA","Michigan","192017-2002",44.3148443,-85.6023643
"146280","CY227278","H3N2","2017-02-22","USA","New Hampshire","192017-2002",43.1938516,-71.5723953
"157244","CY223213","H3N2","2017-02-22","USA","New Mexico","192017-2002",34.5199402,-105.8700901
"201101","CY223261","H3N2","2017-02-22","USA","Oklahoma","192017-2002",35.0077519,-97.092877
"250350","CY226998","H3N2","2017-02-22","USA","Wisconsin","192017-2002",43.7844397,-88.7878678
"249052","CY227006","H3N2","2017-02-22","USA","Wisconsin","192017-2002",43.7844397,-88.7878678
"14790","CY223173","H3N2","2017-02-21","USA","Alaska","192017-2002",64.2008413,-149.4936733
"136976","CY222925","H3N2","2017-02-21","USA","Missouri","192017-2002",37.9642529,-91.8318334
"174780","CY227262","H3N2","2017-02-21","USA","New York","192017-2002",40.7127753,-74.0059728
"209578","MF182532","H3N2","2017-02-21","USA","South Carolina","192017-2002",33.836081,-81.1637245
"227823","CY238465","H3N2","2017-02-21","USA","Texas","192017-2002",31.9685988,-99.9018131
"237552","CY223037","H3N2","2017-02-21","USA","Washington","192017-2002",47.7510741,-120.7401385
"407","CY223045","H3N2","2017-02-20","USA","Alabama","192017-2002",32.3182314,-86.902298
"29896","MF182485","H3N2","2017-02-20","USA","California","192017-2002",36.778261,-119.4179324
"71039","CY223101","H3N2","2017-02-20","USA","Illinois","192017-2002",40.6331249,-89.3985283
"76285","CY223157","H3N2","2017-02-20","USA","Indiana","192017-2002",40.2671941,-86.1349019
"113954","CY231012","H3N2","2017-02-20","USA","Massachusetts","192017-2002",42.4072107,-71.3824374
"114079","CY227174","H3N2","2017-02-20","USA","Massachusetts","192017-2002",42.4072107,-71.3824374
"213644","CY230285","H3N2","2017-02-20","USA","Tennessee","192017-2002",35.5174913,-86.5804473
"221386","CY221918","H3N2","2017-02-20","USA","Texas","192017-2002",31.9685988,-99.9018131
"17957","CY223205","H3N2","2017-02-19","USA","Arizona","192017-2002",34.0489281,-111.0937311
"55542","CY227398","H3N2","2017-02-19","USA","Florida","192017-2002",27.6648274,-81.5157535
"63699","CY224078","H3N2","2017-02-19","USA","Hawaii","192017-2002",21.3155434,-157.8615682
"193499","CY231070","H3N2","2017-02-19","USA","Ohio","192017-2002",40.4172871,-82.907123
"39037","CY224158","H3N2","2017-02-18","USA","California","192017-2002",36.778261,-119.4179324
"120445","CY230021","H3N2","2017-02-18","USA","Michigan","192017-2002",44.3148443,-85.6023643
"118405","CY227734","H3N2","2017-02-18","USA","Michigan","192017-2002",44.3148443,-85.6023643
"17952","CY223197","H3N2","2017-02-17","USA","Arizona","192017-2002",34.0489281,-111.0937311
"35076","CY224150","H3N2","2017-02-17","USA","California","192017-2002",36.778261,-119.4179324
"75756","CY223149","H3N2","2017-02-17","USA","Indiana","192017-2002",40.2671941,-86.1349019
"122042","CY222893","H3N2","2017-02-17","USA","Minnesota","192017-2002",46.729553,-94.6858998
"105644","CY224022","H3N2","2017-02-16","USA","Maryland","192017-2002",39.0457549,-76.6412712
"108860","CY227134","H3N2","2017-02-16","USA","Maryland","192017-2002",39.0457549,-76.6412712
"227165","CY221910","H3N2","2017-02-16","USA","Texas","192017-2002",31.9685988,-99.9018131
"224470","CY222885","H3N2","2017-02-16","USA","Texas","192017-2002",31.9685988,-99.9018131
"236546","CY227038","H3N2","2017-02-16","USA","Washington","192017-2002",47.7510741,-120.7401385
"52166","CY221942","H3N2","2017-02-15","USA","Delaware","192017-2002",38.9108325,-75.5276699
"60155","CY223926","H3N2","2017-02-15","USA","Georgia","192017-2002",32.1656221,-82.9000751
"59223","CY223934","H3N2","2017-02-15","USA","Georgia","192017-2002",32.1656221,-82.9000751
"100796","CY223862","H3N2","2017-02-15","USA","Maine","192017-2002",45.253783,-69.4454689
"136663","MF182513","H3N2","2017-02-15","USA","Missouri","192017-2002",37.9642529,-91.8318334
"205503","CY224054","H3N2","2017-02-15","USA","Pennsylvania","192017-2002",41.2033216,-77.1945247
"231798","CY221997","H3N2","2017-02-15","USA","Utah","192017-2002",39.3209801,-111.0937311
"105017","KY950048","H3N2","2017-02-14","USA","Maryland","192017-2002",39.0457549,-76.6412712
"104589","KY950005","H3N2","2017-02-14","USA","Maryland","192017-2002",39.0457549,-76.6412712
"103337","KY949821","H3N2","2017-02-14","USA","Maryland","192017-2002",39.0457549,-76.6412712
"57700","CY227206","H3N2","2017-02-14","USA","Florida","192017-2002",27.6648274,-81.5157535
"55941","CY224062","H3N2","2017-02-14","USA","Florida","192017-2002",27.6648274,-81.5157535
"146725","CY223902","H3N2","2017-02-14","USA","New Hampshire","192017-2002",43.1938516,-71.5723953
"182693","CY227614","H3N2","2017-02-14","USA","North Carolina","192017-2002",35.7595731,-79.0192997
"203471","CY222989","H3N2","2017-02-14","USA","Oregon","192017-2002",43.8041334,-120.5542012
"234604","CY223990","H3N2","2017-02-14","USA","Virginia","192017-2002",37.4315734,-78.6568942
"106936","KY949985","H3N2","2017-02-13","USA","Maryland","192017-2002",39.0457549,-76.6412712
"106647","KY949831","H3N2","2017-02-13","USA","Maryland","192017-2002",39.0457549,-76.6412712
"45502","CY223878","H3N2","2017-02-13","USA","Delaware","192017-2002",38.9108325,-75.5276699
"46346","CY223886","H3N2","2017-02-13","USA","Delaware","192017-2002",38.9108325,-75.5276699
"56736","CY223742","H3N2","2017-02-13","USA","Florida","192017-2002",27.6648274,-81.5157535
"92848","CY223021","H3N2","2017-02-13","USA","Kansas","192017-2002",39.011902,-98.4842465
"119512","CY230085","H3N2","2017-02-13","USA","Michigan","192017-2002",44.3148443,-85.6023643
"153179","CY230980","H3N2","2017-02-13","USA","New Jersey","192017-2002",40.0583238,-74.4056612
"207628","CY223838","H3N2","2017-02-13","USA","Rhode Island","192017-2002",41.5800945,-71.4774291
"212037","CY225310","H3N2","2017-02-13","USA","South Dakota","192017-2002",43.9695148,-99.9018131
"214918","CY232254","H3N2","2017-02-13","USA","Tennessee","192017-2002",35.5174913,-86.5804473
"219134","CY220727","H3N2","2017-02-13","USA","Texas","192017-2002",31.9685988,-99.9018131
"225932","CY221854","H3N2","2017-02-13","USA","Texas","192017-2002",31.9685988,-99.9018131
"225873","CY221934","H3N2","2017-02-13","USA","Texas","192017-2002",31.9685988,-99.9018131
"239893","CY228389","H3N2","2017-02-13","USA","West Virginia","192017-2002",38.5976262,-80.4549026
"254090","CY221989","H3N2","2017-02-13","USA","Wyoming","192017-2002",43.0759678,-107.2902839
"107449","KY949820","H3N2","2017-02-12","USA","Maryland","192017-2002",39.0457549,-76.6412712
"186727","CY227422","H3N2","2017-02-12","USA","North Carolina","192017-2002",35.7595731,-79.0192997
"214675","CY223790","H3N2","2017-02-12","USA","Tennessee","192017-2002",35.5174913,-86.5804473
"220276","CY238274","H3N2","2017-02-12","USA","Texas","192017-2002",31.9685988,-99.9018131
"239462","CY222029","H3N2","2017-02-12","USA","Washington","192017-2002",47.7510741,-120.7401385
"53416","CY223910","H3N2","2017-02-11","USA","Florida","192017-2002",27.6648274,-81.5157535
"173407","CY224046","H3N2","2017-02-11","USA","New York","192017-2002",40.7127753,-74.0059728
"42585","CY227214","H3N2","2017-02-10","USA","Connecticut","192017-2002",41.6032207,-73.087749
"43312","CY227222","H3N2","2017-02-10","USA","Connecticut","192017-2002",41.6032207,-73.087749
"58207","CY223918","H3N2","2017-02-10","USA","Florida","192017-2002",27.6648274,-81.5157535
"9449","CY222053","H3N2","2017-02-09","USA","Alaska","192017-2002",64.2008413,-149.4936733
"12504","CY222061","H3N2","2017-02-09","USA","Alaska","192017-2002",64.2008413,-149.4936733
"102221","KY949900","H3N2","2017-02-09","USA","Maryland","192017-2002",39.0457549,-76.6412712
"105454","KY949978","H3N2","2017-02-09","USA","Maryland","192017-2002",39.0457549,-76.6412712
"45107","CY225006","H3N2","2017-02-09","USA","Delaware","192017-2002",38.9108325,-75.5276699
"94882","CY223950","H3N2","2017-02-09","USA","Kentucky","192017-2002",37.8393332,-84.2700179
"176170","CY227182","H3N2","2017-02-09","USA","New York","192017-2002",40.7127753,-74.0059728
"209715","MF182522","H3N2","2017-02-09","USA","South Carolina","192017-2002",33.836081,-81.1637245
"253273","CY221981","H3N2","2017-02-09","USA","Wyoming","192017-2002",43.0759678,-107.2902839
"108196","KY950120","H3N2","2017-02-08","USA","Maryland","192017-2002",39.0457549,-76.6412712
"27421","MF182465","H3N2","2017-02-08","USA","California","192017-2002",36.778261,-119.4179324
"54723","CY223734","H3N2","2017-02-08","USA","Florida","192017-2002",27.6648274,-81.5157535
"119835","CY220743","H3N2","2017-02-08","USA","Michigan","192017-2002",44.3148443,-85.6023643
"145980","CY222045","H3N2","2017-02-08","USA","Nevada","192017-2002",38.8026097,-116.419389
"147000","CY223894","H3N2","2017-02-08","USA","New Hampshire","192017-2002",43.1938516,-71.5723953
"157447","CY221965","H3N2","2017-02-08","USA","New Mexico","192017-2002",34.5199402,-105.8700901
"200514","CY223245","H3N2","2017-02-08","USA","Oklahoma","192017-2002",35.0077519,-97.092877
"206885","CY222837","H3N2","2017-02-08","USA","Pennsylvania","192017-2002",41.2033216,-77.1945247
"210295","CY225286","H3N2","2017-02-08","USA","South Dakota","192017-2002",43.9695148,-99.9018131
"232505","CY223982","H3N2","2017-02-08","USA","Vermont","192017-2002",44.5588028,-72.5778415
"236468","CY222021","H3N2","2017-02-08","USA","Washington","192017-2002",47.7510741,-120.7401385
"1162","CY220551","H3N2","2017-02-07","USA","Alabama","192017-2002",32.3182314,-86.902298
"31416","MF182481","H3N2","2017-02-07","USA","California","192017-2002",36.778261,-119.4179324
"32611","MF182496","H3N2","2017-02-07","USA","California","192017-2002",36.778261,-119.4179324
"57384","CY234176","H3N2","2017-02-07","USA","Florida","192017-2002",27.6648274,-81.5157535
"118367","CY226695","H3N2","2017-02-07","USA","Michigan","192017-2002",44.3148443,-85.6023643
"117294","CY224878","H3N2","2017-02-07","USA","Michigan","192017-2002",44.3148443,-85.6023643
"157612","CY221957","H3N2","2017-02-07","USA","New Mexico","192017-2002",34.5199402,-105.8700901
"180088","CY222805","H3N2","2017-02-07","USA","New York","192017-2002",40.7127753,-74.0059728
"188143","CY220711","H3N2","2017-02-07","USA","North Dakota","192017-2002",47.5514926,-101.0020119
"198364","CY223710","H3N2","2017-02-07","USA","Ohio","192017-2002",40.4172871,-82.907123
"204008","CY223774","H3N2","2017-02-07","USA","Pennsylvania","192017-2002",41.2033216,-77.1945247
"213374","CY230253","H3N2","2017-02-07","USA","Tennessee","192017-2002",35.5174913,-86.5804473
"104749","KY950099","H3N2","2017-02-06","USA","Maryland","192017-2002",39.0457549,-76.6412712
"24036","MF182471","H3N2","2017-02-06","USA","California","192017-2002",36.778261,-119.4179324
"24032","MF182480","H3N2","2017-02-06","USA","California","192017-2002",36.778261,-119.4179324
"145936","CY222037","H3N2","2017-02-06","USA","Nevada","192017-2002",38.8026097,-116.419389
"203187","CY222997","H3N2","2017-02-06","USA","Oregon","192017-2002",43.8041334,-120.5542012
"216079","CY230293","H3N2","2017-02-06","USA","Tennessee","192017-2002",35.5174913,-86.5804473
"233013","CY230998","H3N2","2017-02-06","USA","Vermont","192017-2002",44.5588028,-72.5778415
"20062","CY220751","H3N2","2017-02-05","USA","Arizona","192017-2002",34.0489281,-111.0937311
"100403","CY220351","H3N2","2017-02-05","USA","Maine","192017-2002",45.253783,-69.4454689
"164690","CY222797","H3N2","2017-02-05","USA","New York","192017-2002",40.7127753,-74.0059728
"92567","CY220567","H3N2","2017-02-04","USA","Kansas","192017-2002",39.011902,-98.4842465
"228878","CY220311","H3N2","2017-02-04","USA","Texas","192017-2002",31.9685988,-99.9018131
"217671","CY238425","H3N2","2017-02-04","USA","Texas","192017-2002",31.9685988,-99.9018131
"230255","CY220455","H3N2","2017-02-04","USA","Utah","192017-2002",39.3209801,-111.0937311
"240151","CY224038","H3N2","2017-02-04","USA","West Virginia","192017-2002",38.5976262,-80.4549026
"39664","CY222981","H3N2","2017-02-03","USA","Colorado","192017-2002",39.5500507,-105.7820674
"80373","CY221862","H3N2","2017-02-03","USA","Indiana","192017-2002",40.2671941,-86.1349019
"79131","CY221870","H3N2","2017-02-03","USA","Indiana","192017-2002",40.2671941,-86.1349019
"93954","CY220575","H3N2","2017-02-03","USA","Kansas","192017-2002",39.011902,-98.4842465
"103963","CY227126","H3N2","2017-02-03","USA","Maryland","192017-2002",39.0457549,-76.6412712
"184525","CY224014","H3N2","2017-02-03","USA","North Carolina","192017-2002",35.7595731,-79.0192997
"209999","MF182521","H3N2","2017-02-03","USA","South Carolina","192017-2002",33.836081,-81.1637245
"39184","CY220679","H3N2","2017-02-02","USA","California","192017-2002",36.778261,-119.4179324
"32606","CY228877","H3N2","2017-02-02","USA","California","192017-2002",36.778261,-119.4179324
"46888","CY220111","H3N2","2017-02-02","USA","Delaware","192017-2002",38.9108325,-75.5276699
"59517","MF182501","H3N2","2017-02-02","USA","Georgia","192017-2002",32.1656221,-82.9000751
"94423","CY223942","H3N2","2017-02-02","USA","Kentucky","192017-2002",37.8393332,-84.2700179
"120637","CY226711","H3N2","2017-02-02","USA","Michigan","192017-2002",44.3148443,-85.6023643
"143404","CY221894","H3N2","2017-02-02","USA","Nebraska","192017-2002",41.4925374,-99.9018131
"20819","CY222869","H3N2","2017-02-01","USA","Arkansas","192017-2002",35.20105,-91.8318334
"26962","CY220399","H3N2","2017-02-01","USA","California","192017-2002",36.778261,-119.4179324
"38588","CY228869","H3N2","2017-02-01","USA","California","192017-2002",36.778261,-119.4179324
